sample_id,dark_frac,vert_strokes_count,horiz_strokes_count,aspect_ratio,compactness,num_contours,cc_count,col_peaks,row_peaks,vertical_intensity_variance,gap_depth_index,intensity_fluctuation_ratio,column_intensity_entropy,frequency_white,average_peak_width,contour_count,avg_contour_area,contour_solidity,contour_extent,contour_perimeter_ratio,hull_area_ratio,contour_complexity,aspect_ratio_mean,aspect_ratio_std,aspect_ratio_range,width_variation,height_variation,char_count_estimate,canny_edge_density,sobel_edge_density,sobel_mean_magnitude,sobel_std_magnitude,edge_direction_ratio,high_freq_ratio,hole_count,avg_cc_area,cc_area_std,avg_eccentricity,avg_euler_number,stroke_density,hog_mean,hog_std,hog_max,hog_energy,hog_feature_count,fourier_energy,fourier_symmetry,fourier_complexity
cell_r10_c10_blob_1_word_1,0.00328125,1,1,0.0625,0.6899038461538461,1,1,2,1,70.80867004394531,0.5324910283088684,0.003667744761638497,0.0,0.91,0.055,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0165625,0.058125,13.158377436582755,61.48958938907,1.0140552373729637,0.1623589,3,6379.0,0.0,0.9871367370743644,-5.0,0.99671875,0.02207820597742645,0.07791787209738886,0.9999999987499999,16.99999998978253,2592,0,0,0
cell_r10_c10_blob_1_word_2,0.00734375,1,2,0.058823529411764705,0.6449579831932774,1,1,3,1,90.96588134765625,0.37771546840667725,0.004156743252265734,0.0,0.905,0.0575,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.018125,0.0584375,14.330079763216785,67.954010654117,1.1003310768961208,0.16773489,4,6353.0,0.0,0.9871377313230429,-6.0,0.99265625,0.023627502237372745,0.07991361323049158,0.6721404845892937,17.999999992444856,2592,0,0,0
cell_r10_c10_blob_1_word_3,0.0009375,1,1,0.05078125,0.49038461538461536,1,1,1,1,11.5618314743042,0.27166277170181274,0.001346327929830079,0.0,0.98,0.03,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0046875,0.02484375,4.536365673377489,36.789164661315745,1.1960737892296167,0.1392571,1,6394.0,0.0,0.9871314646253412,-1.0,0.9990625,0.013201403457918056,0.06674842750141412,0.6859240362713553,11.999999993625334,2592,0,0,0
cell_r10_c10_blob_1_word_4,0.004375,1,1,0.048888888888888885,0.6424242424242425,1,1,1,2,42.54594802856445,0.39920157194137573,0.0026129108879546334,0.0,0.97,0.04,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.00734375,0.02234375,7.270935812426724,57.35854659430946,1.7435404806653256,0.16060625,1,6372.0,0.0,0.9871359532508662,-3.0,0.995625,0.011651085598962432,0.06703642166617879,0.9999999987499999,11.999999989140674,2592,0,0,0
cell_r10_c11_blob_1_word_1,0.00234375,1,1,0.046875,0.578125,1,1,0,1,31.934951782226562,-0.22243946458221056,0.0018363563244205901,0.0,0.97,0.04,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0053125,0.0228125,6.097223175653195,49.56760025002499,0.9952179778555054,0.16812716,3,6385.0,0.0,0.9871340884617227,-1.0,0.99765625,0.013338401121593554,0.0667211861633431,0.6088664868709821,11.999999994542248,2592,0,0,0
cell_r10_c11_blob_1_word_2,0.02609375,1,1,0.04166666666666667,0.44583333333333336,1,1,16,4,256.8441162109375,0.26329532265663147,0.016713418654840283,0.0,0.725,0.04928571428571429,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.06828125,0.20859375,61.526238899812995,142.19820472440267,0.924558781716523,0.23020622,4,6233.0,0.0,0.987109090558406,-18.0,0.97390625,0.05858505302468233,0.10954401089157398,0.7071067807446058,39.99999998622617,2592,0,0,0
cell_r10_c12_blob_1_word_1,0.009375,1,1,0.047619047619047616,0.4573225516621743,1,1,8,2,104.6404037475586,0.19220007956027985,0.006695402894443801,0.0,0.875,0.0725,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.03203125,0.1040625,21.76296385196456,83.44636918031895,0.9005642986197139,0.18721706,4,6340.0,0.0,0.9871447747580039,-6.0,0.990625,0.03083917870381486,0.09114935167600445,0.9999999987499999,23.999999986579926,2592,0,0,0
cell_r10_c13_blob_1_word_1,0.0025,1,1,0.05078125,0.6298076923076923,1,1,0,1,35.62168502807617,-0.20450503853090457,0.001714290379776771,0.0,0.965,0.045,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.00671875,0.0278125,5.897735136099829,42.604157311985574,1.0870769466989991,0.16355717,2,6384.0,0.0,0.9871329337019547,-2.0,0.9975,0.013828428685877263,0.06662134932813195,0.9999999987499999,11.99999999116582,2592,0,0,0
cell_r10_c14_blob_1_word_1,0.00390625,1,1,0.058823529411764705,0.6561085972850679,1,1,3,1,79.43431854248047,0.24352331459522247,0.0032825636638589674,0.0,0.9,0.06,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01734375,0.05734375,12.950173572969124,63.005162522050306,0.8756564929729946,0.18304622,5,6375.0,0.0,0.9871351580748653,-6.0,0.99609375,0.021533105092408793,0.08050322865883958,0.9999999987499999,17.999999986971794,2592,0,0,0
cell_r10_c14_blob_1_word_2,0.0040625,1,1,0.0625,0.6085526315789473,1,1,1,1,50.584259033203125,0.7201800346374512,0.002855829073173197,0.0,0.94,0.04,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0109375,0.03796875,9.654249627224125,57.61463975531951,1.1169596951180574,0.17277214,4,6374.0,0.0,0.9871355350943334,-4.0,0.9959375,0.016528672063637586,0.06600327740350763,0.532429737151813,11.999999996272766,2592,0,0,0
cell_r10_c14_blob_1_word_3,0.00828125,2,1,0.0625,0.5965909090909091,1,1,3,2,75.41813659667969,0.18943534791469574,0.0036249398038179894,0.0,0.925,0.0475,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01140625,0.04109375,12.488250157575198,71.28366210431268,1.0659358624791417,0.19732201,1,6347.0,0.0,0.9871425016972024,-3.0,0.99171875,0.01824909404666905,0.0738512532073711,0.9999999987499999,14.999999991670286,2592,0,0,0
cell_r10_c15_blob_1_word_1,0.013125,1,1,0.05555555555555555,0.6410256410256411,1,1,4,1,153.25001525878906,0.5838377475738525,0.007056635238310332,0.0,0.865,0.04375,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0278125,0.08703125,26.10288515341972,97.98007775393617,1.058934952178603,0.21159515,3,6316.0,0.0,0.9871520212564114,-9.0,0.986875,0.030568683539880282,0.08466054237634249,0.9999999987499999,20.999999992135812,2592,0,0,0
cell_r10_c15_blob_1_word_2,0.00671875,1,1,0.05,0.6833333333333333,1,1,3,3,110.08106231689453,0.2238806039094925,0.003254810100187009,0.0,0.895,0.115,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02390625,0.07078125,17.587292250516473,73.83402604013223,0.7433942096418152,0.18931782,2,6357.0,0.0,0.9871378936836114,-7.0,0.99328125,0.023063109152165445,0.08007832064226834,0.9999999987499999,17.999999990166454,2592,0,0,0
