sample_id,label,dark_frac,vert_strokes_count,horiz_strokes_count,aspect_ratio,compactness,num_contours,cc_count,col_peaks,row_peaks,vertical_intensity_variance,gap_depth_index,intensity_fluctuation_ratio,column_intensity_entropy,frequency_white,average_peak_width,contour_count,avg_contour_area,contour_solidity,contour_extent,contour_perimeter_ratio,hull_area_ratio,contour_complexity,aspect_ratio_mean,aspect_ratio_std,aspect_ratio_range,width_variation,height_variation,char_count_estimate,canny_edge_density,sobel_edge_density,sobel_mean_magnitude,sobel_std_magnitude,edge_direction_ratio,high_freq_ratio,hole_count,avg_cc_area,cc_area_std,avg_eccentricity,avg_euler_number,stroke_density,hog_mean,hog_std,hog_max,hog_energy,hog_feature_count,fourier_energy,fourier_symmetry,fourier_complexity
NUM_012,NUMBER,0.01234375,1,1,0.1111111111111111,0.6231884057971014,1,1,3,1,84.2896499633789,0.17166057229042053,0.004949525061925322,0.0,0.895,0.0625,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0134375,0.03796875,20.120694374136402,113.80213709725577,0.8752237393309664,0.3414715826511383,2,6321.0,0.0,0.9871547498579915,-11.0,0.98765625,0.017088837130904772,0.07147871158640988,0.9999999987499999,13.999999991287048,2592,0,0,0
NUM_013,NUMBER,0.01359375,1,1,0.11111111111111112,0.6475095785440613,1,1,5,1,120.83552551269531,0.3952949047088623,0.007645733092574747,0.0,0.9,0.04333333333333333,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0153125,0.0459375,22.375801890679988,113.96513607129613,1.610681508905015,0.33006158471107483,3,6313.0,0.0,0.9871557061112722,-6.0,0.98640625,0.02148960967643541,0.08051485028803594,0.7071067807446058,17.999999990943408,2592,0,0,0
NUM_014,NUMBER,0.0109375,1,1,0.09090909090909091,0.4713804713804714,1,1,4,2,90.78052520751953,0.33742332458496094,0.008002877707578232,0.0,0.92,0.03333333333333333,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01609375,0.0453125,22.6689427202307,119.36231204172825,1.1188774777387704,0.3315320611000061,3,6330.0,0.0,0.9872073392616988,-8.0,0.9890625,0.019768811017515302,0.08095454619220305,0.9999999987499999,17.999999983896753,2592,0,0,0
NUM_015,NUMBER,0.00828125,1,2,0.1111111111111111,0.6535947712418301,1,1,3,2,57.62069320678711,0.10824108123779297,0.0049240980106285085,0.0,0.93,0.045,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01203125,0.02984375,14.036967689336414,92.29275655807734,1.2347077103632407,0.33470383286476135,2,6347.0,0.0,0.9871518952147091,-9.0,0.99171875,0.015342656602112138,0.0662890075076318,0.5773502689490632,11.999999995665064,2592,0,0,0
NUM_016,NUMBER,0.01875,1,2,0.1111111111111111,0.5393939393939394,1,1,8,1,115.29749298095703,0.31504303216934204,0.010063135881349465,0.0,0.795,0.051,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02640625,0.07859375,38.98610626090375,153.01905647210586,1.0013756922556987,0.3648165762424469,3,6280.0,0.0,0.9871449912458043,-23.0,0.98125,0.03805002851061605,0.0926448030109781,0.49999999984375,25.999999992407425,2592,0,0,0
NUM_017,NUMBER,0.0209375,1,1,0.09999999999999999,0.47843137254901963,1,1,7,3,162.39793395996094,0.272071897983551,0.013935756432698048,0.0,0.865,0.0325,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0284375,0.07578125,39.102553035120444,154.96176454576013,1.4174261463645876,0.34698525071144104,5,6266.0,0.0,0.9872259117240219,-14.0,0.9790625,0.028168466458605802,0.09200976442183194,0.9999999987499999,23.999999980122865,2592,0,0,0
NUM_018,NUMBER,0.01984375,1,2,0.1,0.7,1,1,7,2,165.13917541503906,0.34213876724243164,0.009247791404906143,0.0,0.87,0.0425,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02484375,0.06546875,35.125193412870864,150.64058064714305,1.0077258782695324,0.3688049614429474,1,6273.0,0.0,0.9871807589023811,-17.0,0.98015625,0.025537524582203895,0.079323888459962,0.7071067807446058,17.99999999416985,2592,0,0,0
NUM_019,NUMBER,0.01890625,1,1,0.1111111111111111,0.5209876543209877,1,1,7,2,129.75953674316406,0.3570448160171509,0.01162560201770037,0.0,0.87,0.03166666666666666,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0215625,0.06453125,34.57162775901039,147.79624717526636,1.2870546958452123,0.35505637526512146,4,6279.0,0.0,0.9871543754593523,-14.0,0.98109375,0.03189608565204285,0.09078490499713471,0.9305488412996441,23.999999989637104,2592,0,0,0
NUM_020,NUMBER,0.0178125,1,2,0.1111111111111111,0.4930555555555556,1,1,7,2,125.11071014404297,0.4673956334590912,0.01152972290895031,0.0,0.835,0.0375,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02234375,0.06484375,36.50122057396035,157.5704811238802,1.0976493972177992,0.3485420346260071,3,6286.0,0.0,0.9871459233427389,-16.0,0.9821875,0.032937831737534055,0.09041215900798959,0.5720561340219057,23.9999999916974,2592,0,0,0
NUM_021,NUMBER,0.0115625,1,1,0.1,0.372972972972973,1,1,5,3,88.6191177368164,0.3461582660675049,0.00730299738189606,0.0,0.905,0.0325,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01828125,0.04703125,23.64945106757144,123.49312618199662,0.925723752052353,0.31949689984321594,4,6326.0,0.0,0.9872126933553639,-7.0,0.9884375,0.019097151238019555,0.08111561658013886,0.9999999987499999,17.999999984809445,2592,0,0,0
NUM_022,NUMBER,0.0134375,1,1,0.11111111111111112,0.6738351254480287,1,1,6,1,104.95650482177734,0.27008122205734253,0.00761554209402724,0.0,0.89,0.0375,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02,0.05171875,25.306134265688474,121.07825029098723,0.9647892849677299,0.35737353563308716,2,6314.0,0.0,0.9871567890776212,-15.0,0.9865625,0.02508359727904225,0.07946859499110583,0.5967206192310496,17.99999999448719,2592,0,0,0
NUM_023,NUMBER,0.0078125,1,1,0.1111111111111111,0.3611111111111111,1,1,4,2,58.300323486328125,0.3822341859340668,0.005264464150416139,0.0,0.93,0.03333333333333333,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01421875,0.035625,17.493584918052097,108.76279861108254,0.9657387571357243,0.34188491106033325,3,6350.0,0.0,0.987139551652127,-9.0,0.9921875,0.019168468955362852,0.07868425362918735,0.9999999987499999,16.999999989544776,2592,0,0,0
NUM_024,NUMBER,0.0171875,1,2,0.11111111111111112,0.6917562724014337,1,1,6,2,150.22500610351562,0.22779026627540588,0.00883258714531283,0.0,0.885,0.03875,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02109375,0.05171875,27.82840172377774,133.17569244235244,1.3160551133566079,0.3556775450706482,4,6290.0,0.0,0.9871584580905356,-10.0,0.9828125,0.024185956696916276,0.07974637258463763,0.7071067807446058,17.999999993023657,2592,0,0,0
NUM_025,NUMBER,0.020625,1,1,0.09999999999999999,0.413953488372093,1,1,7,2,171.50418090820312,0.3144434988498688,0.011158016284262964,0.0,0.885,0.033,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02171875,0.05828125,32.53007534453889,143.8579523282555,1.4420648092745338,0.3383212685585022,5,6268.0,0.0,0.9872215290218647,-9.0,0.979375,0.025099608848857504,0.09079353731800656,0.9999999987499999,22.999999981748275,2592,0,0,0
NUM_026,NUMBER,0.01828125,1,2,0.1,0.5685714285714286,1,1,7,2,136.3201904296875,0.17080043256282806,0.009664307589607941,0.0,0.885,0.03875,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0203125,0.056875,29.13763215327149,132.63133921702152,1.1415284242958263,0.35654717683792114,2,6283.0,0.0,0.9871602552771817,-12.0,0.98171875,0.025347430606490272,0.07938483610788094,0.47421109127892896,17.999999994249684,2592,0,0,0
NUM_027,NUMBER,0.008125,1,1,0.1111111111111111,0.4652777777777778,1,1,5,1,68.21026611328125,0.502913773059845,0.005700738742551999,0.0,0.935,0.03166666666666666,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01859375,0.0440625,18.664686692940016,103.95721822295162,1.3913231224621352,0.3425113558769226,4,6348.0,0.0,0.9871461054575008,-8.0,0.991875,0.02125755570847377,0.08057642810643297,0.5773502689490632,17.999999991305344,2592,0,0,0
NUM_028,NUMBER,0.01359375,1,1,0.11111111111111112,0.6953405017921147,1,1,7,2,96.28836059570312,0.26974114775657654,0.007568529342393912,0.0,0.875,0.04125,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01921875,0.05171875,26.076386319065197,123.55723704639429,1.1417324467011967,0.3511950671672821,2,6313.0,0.0,0.9871578046822369,-10.0,0.98640625,0.025297324672591746,0.07940081741818819,0.5967206192310496,17.999999994356003,2592,0,0,0
NUM_029,NUMBER,0.01953125,1,1,0.11111111111111112,0.46540880503144655,1,1,9,2,128.01611328125,0.3046816885471344,0.011838293022918634,0.0,0.865,0.029285714285714283,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02890625,0.07390625,36.570172476072415,144.99771329255614,1.2684768162428919,0.35423514246940613,6,6275.0,0.0,0.9871525833880882,-18.0,0.98046875,0.03185692909144025,0.09079865265426852,0.7587803765513177,23.999999988875906,2592,0,0,0
NUM_030,NUMBER,0.0184375,1,1,0.09999999999999999,0.49411764705882355,1,1,10,2,143.95565795898438,0.3184341788291931,0.014027145782976966,0.0,0.895,0.024285714285714285,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02953125,0.0734375,35.56621748595813,144.25520284808286,1.6591044765894782,0.3546997606754303,6,6282.0,0.0,0.9871900891364467,-13.0,0.9815625,0.0272839462007979,0.09227592064832865,0.9999999987499999,23.999999980625894,2592,0,0,0
NUM_031,NUMBER,0.01234375,1,2,0.1111111111111111,0.5777777777777777,1,1,5,1,113.65766906738281,0.21902348101139069,0.007152758301943764,0.0,0.925,0.035,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01359375,0.03703125,21.57855394778172,122.08836864960834,1.299744370919111,0.33413460850715637,1,6321.0,0.0,0.9871487936930321,-6.0,0.98765625,0.01962645370749635,0.07857126883040655,0.9999999987499999,16.999999988190513,2592,0,0,0
NUM_032,NUMBER,0.01515625,1,1,0.09999999999999999,0.5333333333333333,1,1,7,2,121.806884765625,0.2716391980648041,0.009228250093073155,0.0,0.89,0.032,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02328125,0.06046875,30.854200129075036,138.98212415413352,1.2463417310323295,0.3465500771999359,3,6303.0,0.0,0.9871829949384999,-13.0,0.98484375,0.022231101142085465,0.08498133629107847,0.9999999987499999,19.999999982091754,2592,0,0,0
NUM_033,NUMBER,0.0109375,1,1,0.09999999999999999,0.4641025641025641,1,1,6,2,95.05290222167969,0.38534149527549744,0.008849155809331499,0.0,0.91,0.027000000000000003,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0209375,0.05671875,24.11108847357295,118.80237965890893,1.427879326305658,0.3349439203739166,4,6330.0,0.0,0.9871601865487816,-6.0,0.9890625,0.02055670451977628,0.08540182243303371,0.9999999987499999,19.999999981546928,2592,0,0,0
NUM_034,NUMBER,0.00796875,1,1,0.11111111111111112,0.6055555555555555,1,1,4,3,53.9896354675293,0.2544704079627991,0.0044493411978583875,0.0,0.935,0.03166666666666666,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.013125,0.0325,14.971959635501435,93.43533084263638,1.1754209117253342,0.33914631605148315,2,6349.0,0.0,0.9871475214656381,-5.0,0.99203125,0.016950254375009813,0.07416013693866444,0.7071067807446058,14.999999992488288,2592,0,0,0
NUM_035,NUMBER,0.00796875,1,1,0.1111111111111111,0.48444444444444446,1,1,4,0,70.13581848144531,0.11596522480249405,0.004889619437437861,0.0,0.935,0.075,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0128125,0.034375,15.601338676837868,100.61906557154367,0.99725385023737,0.31593984365463257,2,6349.0,0.0,0.9871466033713839,-4.0,0.99203125,0.01690120970492662,0.07417132966008824,0.9999999987499999,14.999999989627735,2592,0,0,0
NUM_036,NUMBER,0.00890625,1,1,0.1111111111111111,0.5694444444444444,1,1,5,1,88.13334655761719,0.12814371287822723,0.006274074159215586,0.0,0.94,0.03,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01234375,0.03515625,17.28539971892569,102.28358840281741,1.2894791221832944,0.32474610209465027,2,6343.0,0.0,0.987141049739325,-3.0,0.99109375,0.01723077843416531,0.0791311711261169,0.9999999987499999,16.999999984265134,2592,0,0,0
NUM_037,NUMBER,0.02609375,1,5,0.1,0.6466666666666666,1,1,9,2,216.67312622070312,0.2737285792827606,0.013106124526177872,0.0,0.84,0.035833333333333335,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.03171875,0.079375,44.691480944881405,169.56558548524316,1.140273884588573,0.36200132966041565,3,6233.0,0.0,0.9871791328812357,-18.0,0.97390625,0.03336976151243073,0.09025363301520882,0.678998538782957,23.99999999113856,2592,0,0,0
NUM_038,NUMBER,0.02015625,1,1,0.1111111111111111,0.5432098765432098,1,1,8,1,144.26368713378906,0.35136157274246216,0.011494608532063407,0.0,0.865,0.0325,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02578125,0.06640625,35.47438827033326,149.46178952108676,1.3358356034972363,0.3552239239215851,6,6271.0,0.0,0.9871526599535048,-16.0,0.97984375,0.03150780794860673,0.09092038986884356,0.5773502689490632,23.999999990589842,2592,0,0,0
NUM_039,NUMBER,0.015625,1,1,0.1,0.5485714285714286,1,1,6,2,114.14762878417969,0.2720896601676941,0.008383570413668892,0.0,0.885,0.03875,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0246875,0.05875,28.594751013208146,131.08767186311852,1.0934693107224736,0.3540397584438324,3,6300.0,0.0,0.9872067060458019,-14.0,0.984375,0.02079382037785724,0.08069734489715331,0.9999999987499999,17.999999986812583,2592,0,0,0
NUM_040,NUMBER,0.02109375,1,1,0.09999999999999999,0.49607843137254903,1,1,8,2,150.09646606445312,0.3534967303276062,0.011001702535222754,0.0,0.835,0.0375,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.03453125,0.08203125,40.8734341996136,155.8439780733598,1.033705449851719,0.36159762740135193,5,6265.0,0.0,0.9872207107557994,-23.0,0.97890625,0.029022929239394635,0.09174382176003305,0.9999999987499999,23.99999998318405,2592,0,0,0
NUM_041,NUMBER,0.018125,1,5,0.11111111111111112,0.6186868686868687,1,1,9,2,152.1399383544922,0.4860943555831909,0.013254225046204422,0.0,0.875,0.030833333333333334,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02859375,0.0671875,33.676219572682534,141.7776705278108,1.440991455335429,0.362633615732193,3,6284.0,0.0,0.9871511471234041,-15.0,0.981875,0.03115584929288894,0.0910415965956855,0.5773502689490632,23.99999999117031,2592,0,0,0
NUM_042,NUMBER,0.01375,1,1,0.1111111111111111,0.49870801033591733,1,1,7,1,104.62830352783203,0.3050673007965088,0.009228985829382022,0.0,0.88,0.033,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0234375,0.06234375,29.941996864377398,134.3838018467018,1.0471510363538015,0.3503264784812927,5,6312.0,0.0,0.9871459545395482,-13.0,0.98625,0.029637716584703207,0.09154706445094132,0.9999999987499999,23.999999986212472,2592,0,0,0
NUM_043,NUMBER,0.01890625,1,2,0.11111111111111112,0.5505050505050505,1,1,8,1,156.6156768798828,0.32993513345718384,0.012790161293767147,0.0,0.865,0.0325,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0271875,0.0640625,34.427234271647016,146.86290346920535,1.4172574904773099,0.3788047730922699,5,6279.0,0.0,0.9871504990684776,-18.0,0.98109375,0.030365228222051364,0.09130833570808707,0.9999999987499999,23.999999988332714,2592,0,0,0
NUM_044,NUMBER,0.00671875,1,1,0.1111111111111111,0.468013468013468,1,1,5,1,57.85337829589844,0.4219580590724945,0.005547321465615923,0.0,0.945,0.028333333333333335,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.01796875,0.04546875,17.190978221512115,96.1629132919105,1.2217118138520981,0.32354992628097534,3,6357.0,0.0,0.9871431291001727,-6.0,0.99328125,0.021699499129298864,0.08045853701579728,0.6292837489302998,17.999999991551164,2592,0,0,0
NUM_045,NUMBER,0.02296875,1,2,0.09999999999999999,0.5784313725490197,1,1,10,1,191.5386962890625,0.22185735404491425,0.012692699920283507,0.0,0.825,0.035,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.031875,0.08234375,44.33676416426841,164.6994291685373,1.113997329594791,0.35847988724708557,6,6253.0,0.0,0.987189660072452,-16.0,0.97703125,0.03269082855470166,0.0905017623259049,0.6750790339202307,23.999999990741934,2592,0,0,0
NUM_046,NUMBER,0.01421875,1,1,0.09999999999999999,0.5076923076923077,1,1,7,2,117.2412109375,0.48441341519355774,0.01033737504587102,0.0,0.89,0.032,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.0228125,0.059375,28.3047817924829,131.48199003163865,1.4754792576108704,0.34052351117134094,4,6309.0,0.0,0.9871889929878603,-9.0,0.98578125,0.021258650848066062,0.08522980194656787,0.9999999987499999,19.99999998189518,2592,0,0,0
NUM_047,NUMBER,0.0153125,1,2,0.07142857142857142,0.4346938775510204,1,1,6,3,125.42623138427734,0.2518618702888489,0.010169513817589597,0.0,0.895,0.031,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.02609375,0.06703125,31.21050236041805,136.9238434948798,1.3314151132394112,0.35256505012512207,5,6302.0,0.0,0.9871784207829479,-16.0,0.9846875,0.025606555001596486,0.07930163165448935,0.474076145821398,17.99999999395973,2592,0,0,0
NUM_048,NUMBER,0.02265625,1,1,0.09999999999999999,0.503921568627451,1,1,10,1,165.22543334960938,0.23727558553218842,0.014229494556926297,0.0,0.88,0.027142857142857146,1,6169.0,1.0,0.96390625,0.07456638028853947,1.0,2.729549842619959,6.25,0.0,0.0,0.0,0.0,1,0.03046875,0.0740625,36.79962270117842,147.72904976358208,1.5257536230935553,0.3371255397796631,5,6255.0,0.0,0.9872162697288941,-13.0,0.97734375,0.02751065638052888,0.09220858440269958,0.9999999987499999,23.9999999812807,2592,0,0,0
