character,variant,mass,center_x,center_y,first_moment,second_moment,magnitude,canny_edge_density,sobel_edge_density,sobel_mean_magnitude,sobel_std_magnitude,edge_direction_ratio,hog_mean,hog_std,hog_max,hog_energy,hu_moments,symmetry,aspect_ratio,projection_variance,vertical_intensity_variance,l1_normalized_gradient,num_contours,hole_count,avg_euler_number,avg_contour_solidity,avg_contour_area,compactness,cc_count,avg_cc_area,cc_area_std,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,hu_moment_7
cell_r10_c18_blob_1_word_2_char_02.png,10,1024,0.0,0.0,5.4814453125,569.6949682235718,783.6676591515054,0.0341796875,0.1123046875,31.933236713598568,104.5951030426056,0.7047693742496407,0.1111111111111111,0.04325511032859158,0.18775523903982205,0.1279501522369588,,0.9514705882352941,0.4666666666666667,104.33577632904053,150.88097286224365,40.84765625,1,0,0.0,0.5824175824175825,26.5,0.3175220889855482,1,41.0,0.0,0.0022129997990772247,2.15253288263835e-06,1.2089862124399347e-09,2.6525453046989893e-10,3.137276825723571e-20,-4.796386073363228e-14,1.4689935827484486e-19
cell_r17_c12_blob_1_word_1_char_01.png,11,1024,0.0,0.0,4.10546875,471.08848571777344,706.8620798996081,0.0224609375,0.087890625,24.581441527556883,95.9222442980631,0.6334071711597613,0.1111111111111111,0.055375204523448955,0.19142032691524918,0.1387088305952353,,0.967156862745098,0.6,70.70750427246094,88.80540466308594,31.125,1,0,0.0,0.875,17.5,0.6046414316221947,1,27.0,0.0,0.0016035668069943657,5.000056537063276e-07,5.11237265801139e-10,3.300790544594432e-10,1.198276273813185e-19,2.260458254688365e-13,6.345770459479729e-20
cell_r6_c12_blob_1_word_1_char_04.png,12,1024,0.0,0.0,5.96875,826.5146484375,939.5914005566462,0.01953125,0.09765625,35.93865594860705,127.35791301920602,0.24376750956542662,0.11111111111111109,0.08418615868681303,0.25723156450015866,0.17489689494108246,,0.9632352941176471,0.42857142857142855,154.95242309570312,234.03533935546875,43.890625,1,0,0.0,0.7090909090909091,19.5,0.3898511471220013,1,32.0,0.0,0.001543624387456085,1.1443593986818517e-06,1.9645094035133752e-10,1.8655655343523073e-11,7.749336268532616e-22,1.3853161037489446e-14,8.2157962619051725e-22
cell_r6_c10_blob_1_word_2_char_00.png,13,1024,0.0,0.0,6.8212890625,697.8811483383179,873.0847610627504,0.0390625,0.1220703125,35.299357111070655,108.46085085778695,0.4876877301970653,0.1111111111111111,0.044387910803080965,0.17352081277243792,0.12884369074027155,,0.9397058823529412,0.5,130.79200649261475,169.74073696136475,45.19140625,2,0,0.0,0.9278350515463918,25.75,0.6319017230066533,1,49.0,0.0,0.001722581929353706,5.212644227019276e-07,7.471740602648792e-11,1.541576911665365e-11,-4.745881030921807e-22,-1.1030789912828457e-14,2.202111908461839e-22
cell_r0_c4_blob_1_word_20_char_01.png,14,1024,0.0,0.0,7.8349609375,1016.0635824203491,1050.3851674504929,0.0322265625,0.1103515625,37.72341537927831,124.052686114096,0.6398115984629549,0.1111111111111111,0.05788914406552914,0.21145206075070924,0.14127148811686738,,0.9529411764705882,0.8,193.4276876449585,218.36756801605225,45.630859375,1,0,0.0,0.8352941176470589,35.5,0.6087338431623827,1,49.0,0.0,0.0011740122971706246,3.9838773591640484e-08,2.5973758135372107e-11,2.825397702590188e-13,-6.840798326653341e-25,5.639386534470041e-17,3.4331823330628196e-25
cell_r2_c8_blob_2_word_2_char_00.png,15,1018,-0.003929273084479371,0.007858546168958742,10.7373046875,1599.0198583602905,1324.9350927498297,0.0390625,0.1337890625,53.800071933179964,161.21551688651022,0.8392014803282385,0.11111111111111113,0.037182584336976104,0.19248858089181717,0.12355401231289817,,0.942156862745098,0.8333333333333334,318.612265586853,317.6832799911499,67.220703125,1,0,0.0,0.8367346938775511,41.0,0.5543873464215069,1,56.0,0.0,0.0011384677610012234,3.0927637927984016e-08,6.0061532556279306e-12,3.0409615219248544e-12,-3.2265349679771644e-24,-5.056576511386201e-16,-1.2589253004774353e-23
cell_r0_c2_blob_1_word_3_char_03.png,16,1024,0.0,0.0,13.57421875,1549.8987884521484,1332.583205657343,0.0595703125,0.1884765625,60.6822134176437,139.66090710981203,1.3739854116077792,0.1111111111111111,0.017864549751275213,0.1369605370939896,0.11398339035145319,,0.8936274509803921,1.0,365.4922637939453,209.3512420654297,76.16796875,1,0,0.0,0.6428571428571429,67.5,0.2817363024711874,1,92.0,0.0,0.0018830090247350796,1.54419932870878e-06,2.7483052977884612e-11,1.0413349308405753e-12,4.905007164963113e-24,5.75485564061082e-17,-2.6409845944487337e-24
cell_r4_c10_blob_1_word_3_char_00.png,17,1022,-0.0009784735812133072,0.0019569471624266144,7.1015625,1001.7162475585938,1037.978805178603,0.0341796875,0.1025390625,38.80381124043913,130.52290633052257,0.8141527690151641,0.1111111111111111,0.05256111022352391,0.17741959726063042,0.13597514388247595,,0.9406862745098039,0.4,184.52627563476562,231.44683837890625,50.53515625,1,0,0.0,0.7088607594936709,28.0,0.4442769681508917,1,41.0,0.0,0.0012664612436500608,2.6939406047940547e-07,4.641975664920614e-10,9.798488986806679e-12,-5.566667143633162e-22,-5.080099917387222e-15,3.561167595324889e-22
cell_r14_c14_blob_1_word_1_char_07.png,18,1024,0.0,0.0,5.6669921875,501.98578548431396,739.539721718854,0.04296875,0.13671875,33.086966621502114,97.6756365914121,0.8435040629583037,0.1111111111111111,0.03425472684736469,0.1614963427063109,0.12167158791359921,,0.9387254901960784,0.35,102.70648860931396,150.49991512298584,43.41015625,2,0,0.0,0.8279569892473118,15.75,0.3848896250077517,2,24.5,20.5,0.0030785101689462372,5.2016540414627715e-06,4.365546055233397e-09,3.47319065945925e-09,1.3473973114497045e-17,7.303445338790267e-12,-1.1647199087814138e-18
cell_r16_c6_blob_1_word_5_char_00.png,19,1024,0.0,0.0,1.2861328125,105.00308895111084,330.47995400629065,0.0166015625,0.060546875,11.824465458407767,58.15972068685443,0.6950750291572138,0.1111111111111111,0.046227150596731444,0.194981646653055,0.1303436561817471,,0.9764705882352941,0.3076923076923077,10.755255699157715,14.016852378845215,15.416015625,2,0,0.0,1.0,3.5,0.6473589832878452,2,5.0,3.0,0.0082857127376463,5.33344524146105e-05,7.836321860644986e-07,7.008816530148166e-07,5.192837092317262e-13,5.0816166386078476e-09,1.2130936422421514e-14
