filename,label
images/e122ddfe103840d0aa84fad933edfc8d.png,о
images/ee60bae40b9d46b184aef14fd84cd608.png,п
images/37c8ca0f64be4176a62fb2daa56c2160.png,п
images/61764961ac884701885219134c7be79a.png,п
images/52c5865916864ae48fde0f2e7c051c07.png,р
images/0962075534e8458db2c30d244d57ee15.png,р
images/3f8f243942cc437fa4308c177c2c060a.png,р
images/23353f487837425a94ab982459b59fff.png,с
images/dac26be0094f4dc6a625b14ae2612f24.png,с
images/99fe5ed5f3634bb583ff5c79974a4829.png,с
images/ace6863df8b44d98b08c020cf984ce20.png,т
images/bdf3ce31e0d8499f8a4eb67596e93c06.png,т
images/8edaf8fbb4d84fdbbf4b9d4827da14ec.png,т
images/45f2481316d34b8b8d1c7effe4b07a19.png,у
images/e64840ace3ad4a0f8c5a9115b026c138.png,у
images/6cb018c34ab442299b87b368d1676a49.png,у
images/791bd6dea2274eed9d31a4cbdbda98ca.png,ф
images/c902f33d44994194adac6e27f2e95450.png,ф
images/a0739f97ffff4607a52e0f6999de1ddf.png,ф
images/4a1081f267dc4fd4b907e641d5e65c94.png,х
images/408b0dc2398d4c0aac4219b0fe4364df.png,х
images/82ca95d2fe374273afb2a1d9b8146ef9.png,х
images/1162a96ab82d47f6bd4234b6c37bc155.png,ц
images/2d7a53c424ce450cbd8527f5a03ddb13.png,ц
images/9b52e120d30b4d8ea24fb23a00a7661f.png,ц
images/78d99a4f17ee429f99d1be5fb0403f23.png,ч
images/5c65d6d418d9456d922e46ba853cc275.png,ч
images/5fd41eb7c52949a4bca86ecf9ab52143.png,ч
images/6e3054e11fd74547a2b0f116d815a386.png,ш
images/7818191185ec43dc99a6f4aeca1b430b.png,ш
images/916d6068088640478255314f8a13060b.png,ш
images/aa1c6ce341bd42678fa28b73534d7649.png,щ
images/38ed4473cc7d4c629902395aef1b4e2c.png,щ
images/eb43a0a5fce148ed900ab9069b7150b5.png,щ
images/6e0b2670cea44ef8988c7662d763bd09.png,ъ
images/b2e97f6590bd4f0db0482a76ed4e5c9a.png,ъ
images/11fa2be70ac0402f82656fe7868e1230.png,ъ
images/71602a63c5744be0a097b7174d98e1e1.png,ы
images/9ce8afa021574655bf3a9a3092590291.png,ы
images/a5c3ce13a6964418aa1c8ac2d7d9620e.png,ы
images/a5be7d37ec2b4ae49b51127bfc747db0.png,ь
images/acfed5bfb2a444b5beaf6eab192f942f.png,ь
images/6d66891b67aa411ba792f589568fa409.png,ь
images/63860542c3b54f599619a3338465e45a.png,э
images/c6126cf8802b44179b7e97613d9fe008.png,э
images/ae0e7c37dd074d7296aff49a1bae881d.png,э
images/da343f86705d408c9c91170685a1b62c.png,ю
images/5d60fe5f385f4a21bc5fa7208acc8556.png,ю
images/da14e73c88d34236bc52778b10d16dde.png,ю
images/338f55a42a7e42328e7eae479c061090.png,я
images/93ef4c03c9384fb0bd771afec3c34a82.png,я
images/9af4b0465c6d44ae8d163b537c0b3221.png,я
images/74c149d9feed4c72867049640d6ecdad.png,.
images/6b8aba0884874ef69b1c27dd2cd7ec33.png,.
images/15c9a82ee1b3488e8c74ed3d82521be7.png,.
images/3bdb3da2b09a46f2974c795ba7c38947.png,""""
images/08cc3ee7f7414974924099105f52b834.png,""""
images/cb77376ea72a48b9b961f4a53e8564b8.png,""""
images/4aad278f2ad246c5915e4393946433c3.png,:
images/184d55edb1d74b0d86d7eb57155bf100.png,:
images/f8b372fd4b1e4ab5955ec4ccd64efb95.png,:
images/498db329462549e99491ba9ba4797d95.png,;
images/83fdf1056b1446f0b5460952ea55378a.png,;
images/a17cc1e6b4274af99ae0de84b84c7ee7.png,;
images/e52d6cb818224a0b8e4209aa415d2e82.png,-
images/c122605e9c3546b2ad544785ae558f1e.png,-
images/4da0ff62e43c459593b53df606a013ed.png,-
images/a1dca5eda8c140359949a976434e9f22.png,_
images/6838cc25382c43b0a94cea91e2e3e47b.png,_
images/2789f87adccf4f64afdc709389c0a3dd.png,_
images/94414dc61c1b4aacab52ee524f5d46b1.png,(
images/e31aed0c9e924ad5a6bbafaae565cc8f.png,(
images/221a7ddb20ed4a3aa5dc1ef86fe78935.png,(
images/99c6400e32d1469bb0b331cd922f3b09.png,)
images/6734a6a4cbb34976a07fde263f90584e.png,)
images/e4881a3fb42e46d69d506df3d2d3efc9.png,)
images/8457613f25f6493ead77af6cf919878e.png,/
images/89f51decdbe346d0866024ae618e2b5e.png,/
images/cd45839fc02e4ac1852ecd22a69988cb.png,/
images/692d97cfaf0b494593530ef9e0471f29.png,?
images/f6d00f8396e74abfa9b63ecb20c347ca.png,?
images/fce724c8184b4ff59dd9708075aa7f03.png,?
