sample_id,label,dark_frac,vert_strokes_count,horiz_strokes_count,aspect_ratio,compactness,num_contours,cc_count,col_peaks,row_peaks,vertical_intensity_variance,gap_depth_index,intensity_fluctuation_ratio,column_intensity_entropy,frequency_white,average_peak_width,contour_count,avg_contour_area,contour_solidity,contour_extent,contour_perimeter_ratio,hull_area_ratio,contour_complexity,aspect_ratio_mean,aspect_ratio_std,aspect_ratio_range,width_variation,height_variation,char_count_estimate,canny_edge_density,sobel_edge_density,sobel_mean_magnitude,sobel_std_magnitude,edge_direction_ratio,high_freq_ratio,hole_count,avg_cc_area,cc_area_std,avg_eccentricity,avg_euler_number,stroke_density,hog_mean,hog_std,hog_max,hog_energy,hog_feature_count,fourier_energy,fourier_symmetry,fourier_complexity
NUM_010,NUMBER,0.0,1,1,0.025,1.0,1,1,4,3,0.0001296411792282015,0.7777552008628845,1.4423962528353203e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.01125,0.02861855916133619,0.29653158022633797,0.9999994285717551,0.039046558178030356,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.010650138199615205,0.0707356601448038,0.9999999987499999,13.999999987591153,2736,0,0,0
NUM_011,NUMBER,0.0,1,1,0.025,1.0,1,1,4,2,0.001685434952378273,0.833346962928772,2.9878231722974645e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.03625,0.11904918347287666,0.6370457533917335,1.2307690414201475,0.05924195988504334,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.01938105585094543,0.09163135102413879,0.9999999987499999,23.99999997768793,2736,0,0,0
NUM_012,NUMBER,0.0,1,1,0.025,1.0,1,1,4,2,0.002177712507545948,0.6666666865348816,3.930470515740186e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.02671875,0.08537917063175328,0.5507589284090036,1.5312496171875956,0.062102073414347696,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.016046635754424932,0.0795075647078828,0.7071067807446058,17.999999990129346,2736,0,0,0
NUM_013,NUMBER,0.0,1,1,0.025,1.0,1,1,2,2,0.002608401235193014,0.33337855339050293,2.5963896270332797e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.024375,0.08745352392457285,0.5677604082297163,0.8571426938775821,0.038968463418241506,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.01197047531451587,0.07052422832289112,0.9999999987499999,13.999999987598333,2736,0,0,0
NUM_014,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_015,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_016,NUMBER,0.0,1,1,0.025,1.0,1,1,3,2,0.002519258763641119,0.850006103515625,3.3638039086677246e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.028125,0.10046548136811083,0.6061408145418635,1.3076920394477867,0.04167426668563803,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.018844246489525696,0.08766886585368458,0.9999999987499999,21.99999998170908,2736,0,0,0
NUM_017,NUMBER,0.0,1,1,0.025,1.0,1,1,3,2,0.0008649818482808769,0.9166836142539978,2.2561516374327432e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.018125,0.05994190490571606,0.45979013477484937,1.2307688520711224,0.04473087816380856,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.014092724412242607,0.08646868627014,0.9999999987499999,20.999999973056116,2736,0,0,0
NUM_018,NUMBER,0.0,1,1,0.025,1.0,1,1,2,1,0.001321672461926937,1.0,2.153803514750654e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.013125,0.04747676196228642,0.42159928495382487,2.4999983333344447,0.02968394716807302,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.007796205264885463,0.06576613178428366,0.9999999987499999,11.999999983910374,2736,0,0,0
NUM_019,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_020,NUMBER,0.0,1,1,0.025,1.0,1,1,4,2,0.0015414198860526085,0.5555405020713806,3.461878417218852e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0225,0.06983391644753795,0.49509920633505183,1.6399994752001676,0.04926960974339118,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.015981430689386258,0.07952069690885316,0.9999999987499999,17.99999998721821,2736,0,0,0
NUM_021,NUMBER,0.0,1,1,0.025,1.0,1,1,1,2,0.0006186169339343905,-0.0006976460301631285,8.775230417263736e-06,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.01015625,0.030484327427966123,0.32549301955843013,1.066666097778081,0.03639632754332381,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0072080488388340655,0.05689918904456008,0.7071067807446058,8.999999993929027,2736,0,0,0
NUM_022,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_023,NUMBER,0.0,1,1,0.025,1.0,1,1,2,2,0.0030038473196327686,0.33337855339050293,1.4625000139228155e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.02484375,0.07952858389594746,0.5290795822402385,0.6382977636939977,0.05213482178450981,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.013184825012705645,0.07030732146187565,0.5240685909238552,13.99999999297314,2736,0,0,0
NUM_024,NUMBER,0.0,1,1,0.025,1.0,1,1,2,1,0.0007217723177745938,0.5,1.3041382222384957e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.015625,0.048066149494571594,0.4064352903879848,0.9199997056000943,0.043072592258274964,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.009621090851225639,0.06552403772359792,0.9999999987499999,11.999999990397514,2736,0,0,0
NUM_025,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_026,NUMBER,0.0,1,1,0.025,1.0,1,1,4,2,0.00025678047677502036,1.0,1.7151605923880103e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0146875,0.041199178039143663,0.3702061962324495,0.8181815206612651,0.045135617873802575,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.013477657993350059,0.07025177433411202,0.5773502689490632,13.999999993841888,2736,0,0,0
NUM_027,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_028,NUMBER,0.0,1,1,0.025,1.0,1,1,2,1,1.522719412605511e-05,1.0,2.845137703194657e-06,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.00375,0.008220614028176842,0.1411822280069264,0.999998000004,0.022339048425075666,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.004991540293661128,0.05384293018533319,0.7071067807446058,7.999999992499999,2736,0,0,0
NUM_029,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_030,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_031,NUMBER,0.0,1,1,0.025,1.0,1,1,4,1,0.0010633020428940654,0.5714535117149353,2.596456501698826e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.021875,0.07546548136811082,0.5213491738958443,1.4137927134364927,0.0391756244617555,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.015195396025420489,0.07734694711807552,0.5773502689490632,16.9999999903093,2736,0,0,0
NUM_032,NUMBER,0.0,1,1,0.025,1.0,1,1,2,1,7.569287117803469e-05,1.0,5.717861590934669e-06,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.005625,0.017476761962286425,0.24432470769718234,0.799999360000512,0.025483401910754003,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.010357019328896324,0.07331567557486798,0.9999999987499999,14.999999983659372,2736,0,0,0
NUM_033,NUMBER,0.0,1,1,0.025,1.0,1,1,3,1,0.0008877069922164083,0.47618213295936584,1.825016057023164e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.01828125,0.0578236326075988,0.4532178587744104,0.8387094609782036,0.055697342792736595,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.010486000494133936,0.06812859735677841,0.9999999987499999,12.999999988675468,2736,0,0,0
NUM_034,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_035,NUMBER,0.0,1,1,0.025,1.0,1,1,2,1,0.0019057902973145247,0.2500190734863281,2.3078420434734053e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.01875,0.06495352392457285,0.48557289847125934,1.1428568163266237,0.039911654499329846,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.01126325532597444,0.06526181111033402,0.6483688514446756,11.999999993593125,2736,0,0,0
NUM_036,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_037,NUMBER,0.0,1,1,0.025,1.0,1,1,8,2,0.0016265762969851494,0.5079053044319153,5.36132338302535e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.03734375,0.11275542821088635,0.6198074002534817,1.422221969382761,0.06112750039149243,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.023926465536292164,0.0964154826419908,0.9999999987499999,26.999999982259308,2736,0,0,0
NUM_038,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_039,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_040,NUMBER,0.0,1,1,0.025,1.0,1,1,3,3,0.0019042734056711197,0.7727222442626953,3.557035665037341e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.02421875,0.07611140367878692,0.5182490272350201,1.8076917514794608,0.05618698447453432,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.01406573296186791,0.07756033421394755,0.9999999987499999,16.999999985598134,2736,0,0,0
NUM_041,NUMBER,0.0,1,1,0.025,1.0,1,1,6,2,0.002992049790918827,0.6000000238418579,5.796005016238151e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.045625,0.1470629410410999,0.7173719337779685,1.2222220670194202,0.06472560933293682,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.021623788950686177,0.08489905973989119,0.596380842194979,20.99999999127271,2736,0,0,0
NUM_042,NUMBER,0.0,1,1,0.025,1.0,1,1,4,2,0.0014842806849628687,0.5416443943977356,3.287297191309114e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0278125,0.08807039868810698,0.5548590856018472,1.0975607614515588,0.05487335799536161,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.013057538502027873,0.07033107243712515,0.5773502689490632,13.999999993325801,2736,0,0,0
NUM_043,NUMBER,0.0,1,1,0.025,1.0,1,1,3,1,0.0005007350700907409,0.75,1.6845287565055426e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0134375,0.03970666115217088,0.37036924961468753,1.222221679012587,0.04934359309383061,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.011014504830156846,0.0680451516901151,0.9999999987499999,12.999999991464307,2736,0,0,0
NUM_044,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_045,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_046,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_047,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_048,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_049,NUMBER,0.0,1,1,0.025,1.0,1,1,3,2,0.0017581249121576548,0.25,1.8413108117364865e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.035625,0.12052526858580069,0.6484394032076711,0.8387095691987654,0.0590912923021898,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.013832227179017883,0.07018282235226064,0.5625211289513733,13.999999993798724,2736,0,0,0
NUM_050,NUMBER,0.0,1,1,0.025,1.0,1,1,5,2,0.00307184224948287,0.30906668305397034,3.430041180792881e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.03625,0.12471971828107499,0.6704065869842638,0.9041665461111272,0.06385809824670674,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.018544749268703736,0.08979156428069059,0.9999999987499999,22.99999998050454,2736,0,0,0
NUM_051,NUMBER,0.0,1,1,0.025,1.0,1,1,2,3,0.002109362743794918,0.33331072330474854,2.193820498367028e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.01921875,0.0610698910510852,0.46504888819027246,1.1851848340193083,0.045860529605839175,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.010739872835478885,0.06534998119017439,0.5773502689490632,11.999999993974516,2736,0,0,0
NUM_052,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_053,NUMBER,0.0,1,1,0.025,1.0,1,1,3,2,0.0007796672871336341,0.8333671689033508,2.3971205930377658e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.019375,0.059885113093298886,0.457070862372349,1.1481478079562049,0.054578901374495566,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.013177535733557373,0.07286157209493282,0.9999999987499999,14.999999988518095,2736,0,0,0
NUM_054,NUMBER,0.0,1,1,0.025,1.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.0,0.0,0.0,0.0,2736,0,0,0
NUM_055,NUMBER,0.0,1,1,0.025,1.0,1,1,5,1,0.0015939862933009863,0.625,3.36888838475836e-05,0.0,0.0,0.0,1,6201.0,1.0,0.96890625,0.06386066763425254,1.0,2.0124207027817014,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0375,0.12750169212340595,0.6680144598028311,1.0338981648951642,0.05932682780638734,1,6400.0,0.0,0.9682647481574022,1.0,1.0,0.02006141218192391,0.08528175850439956,0.9999999987499999,20.999999988630677,2736,0,0,0
